"","studyweek","Year","epiweek","yearid","week","Total_Rain","Outbreak","Salinity","Temperature","PAR","WSPD","V_east","V_north","WDIR","NVcount","Total_Rain7","PAR8","Temperature6","WSPD7","NVcount8","Total_Rain15"
"656",665,2015,36,14,14,0.44,0,27.08,15.39,35.86,"4.66","-0.35","0.15","-66.8","0",1.35714285714286,42.59375,16.8016666666667,4.38142857142857,1.5,0.999333333333333
"657",666,2015,37,14,15,2.02,0,27.75,14.99,22.61,"5.29","1.07","0.32","73.349999999999994","2",1.53857142857143,39.26625,16.1666666666667,4.64714285714286,1.25,1.02133333333333
"658",667,2015,38,14,16,3.58,0,28.66,13.11,22.35,"5.62","1.26","-0.48","110.85","0",1.89,35.2225,15.2833333333333,4.87571428571429,1,1.26
"659",668,2015,39,14,17,0,0,27.1,13.74,29.92,"3.74","-2.4","1.62","-55.98","0",1.86571428571429,33.62625,14.5833333333333,4.76,0.875,1.242
"660",669,2015,40,14,18,4.72,0,27.67,13.59,13.43,"4.7699999999999996","2.39","-1.59","123.63","1",2.53428571428571,29.51875,13.8833333333333,4.69428571428571,1,1.55066666666667
"661",670,2015,41,14,19,1.79,0,27.94,12.01,16.62,"3.92","-1.02","0.82","-51.2","0",2.26285714285714,25.505,13.805,4.71285714285714,0.625,1.66666666666667
"662",671,2015,42,14,20,0.92,0,27.54,12.74,13.63,"3.23","-0.42","0.42","-45","0",1.92428571428571,22.34375,13.3633333333333,4.46142857142857,0.625,1.65333333333333
"663",672,2015,43,14,21,8.24,0,28.01,12.21,11.74,"4.33","2.0099999999999998","-1.29","122.69","1",3.03857142857143,20.77,12.9,4.41428571428572,0.5,2.12733333333333
"664",673,2015,44,14,22,7.24,0,28.14,11.07,8.37,"5.61","1.8","-0.16","95.08","0",3.78428571428571,17.33375,12.56,4.46,0.5,2.534
"665",674,2015,45,14,23,6.41,0,28.41,10.63,7.56,"5.49","1.1299999999999999","-0.09","94.55","2",4.18857142857143,15.4525,12.0416666666667,4.44142857142857,0.5,2.91133333333333
"666",675,2015,46,14,24,3.86,0,27.19,9.71,8.81,"6.43","-0.64","2.4900000000000002","-14.41","0",4.74,13.76,11.395,4.82571428571429,0.5,3.094
"667",676,2015,47,14,25,1.18,0,27.46,9,8.81,"3.17","-1.63","1.93","-40.18","2",4.23428571428571,11.12125,10.8933333333333,4.59714285714286,0.75,3.16133333333333
"668",677,2015,48,14,26,16.15,0,27.8,9.52,3.5,"7.01","4.99","-2.93","120.42","5",6.28571428571429,9.88,10.3566666666667,5.03857142857143,1.25,4.23533333333333
"669",678,2015,49,14,27,16.01,0,26.27,9.87,3.47,"8.91","7.12","-3.75","117.78","1",8.44142857142857,8.23625,9.96666666666667,5.85,1.375,5.05666666666667
"670",679,2015,50,14,28,5.34,0,27.26,8.76,4.71,"6.38","0.62","-7.0000000000000007E-2","96.44","3",8.02714285714286,7.12125,9.58166666666667,6.14285714285714,1.75,5.19333333333333
"671",680,2015,51,14,29,4.04,0,27.85,8.69,3.91,"6.42","1.64","-0.3","100.37","1",7.57,6.1425,9.25833333333333,6.25857142857143,1.75,5.43333333333333
"672",681,2015,52,14,30,1.61,0,26.9,8,6.09,"4.2300000000000004","1.5","0.83","61.04","2",6.88428571428572,5.8575,8.97333333333333,6.07857142857143,2,5.406
"673",682,2015,53,14,31,4,0,26.62,7.81,3.77,"2.66","0.9","0.12","82.41","NA",6.90428571428571,5.38375,8.775,5.54,2,5.434
"674",683,2016,1,14,32,0.52,0,26.74,6.85,5.79,"2.74","-1.56","1.55","-45.18","7",6.81,5.00625,8.33,5.47857142857143,3,5.46866666666667
"675",684,2016,2,14,33,9.01,0,28.06,7.91,5.18,"4.95","3.11","-1.24","111.74","8",5.79,4.5525,8.00333333333333,5.18428571428572,3.85714286,5.75466666666667
"676",685,2016,3,14,34,8.46,0,27.77,8.95,4.78,"6.48","3.83","-1.34","109.28","3",4.71142857142857,4.7125,8.035,4.83714285714286,3.57142857,6.19933333333333
"677",686,2016,4,14,35,11.1,0,26.61,8.57,5.46,"6.11","4.24","-2.69","122.39","3",5.53428571428571,4.96125,8.015,4.79857142857143,3.85714286,6.878
"678",687,2016,5,14,36,6.49,0,25.92,8.09,6.99,"5.56","3.64","-1.47","111.99","2",5.88428571428572,5.24625,8.03,4.67571428571429,3.71428571,6.76133333333333
"679",688,2016,6,14,37,5.43,0,26.03,8.26,9.13,"3.95","1.83","-1.1499999999999999","122.15","4",6.43,5.89875,8.105,4.63571428571429,4.14285714,6.64066666666667
"680",689,2016,7,14,38,7.62,0,26.27,8.67,9.07,"5.73","4.07","-2.38","120.32","4",6.94714285714286,6.27125,8.40833333333333,5.07428571428571,4.42857143,6.72133333333333
"681",690,2016,8,14,39,1.47,0,25.47,8.2,15.93,"2.88","0.49","-0.08","99.27","3",7.08285714285714,7.79125,8.45666666666667,5.09428571428572,4.25,6.562
"682",691,2016,9,14,40,14.18,0,26.06,8.92,11.96,"7.91","6.23","-3.78","121.25","5",7.82142857142857,8.5625,8.45166666666667,5.51714285714286,4,7.42866666666667
"683",692,2016,10,14,41,12.84,0,24.83,9.12,12.57,"7.58","5.24","-4.22","128.85","2",8.44714285714286,9.48625,8.54333333333333,5.67428571428571,3.25,7.208
"684",693,2016,11,14,42,2.84,0,25.85,8.78,22.18,"4.47","0.88","-0.39","113.9","2",7.26714285714286,11.66125,8.65833333333333,5.44,3.125,6.33
"685",694,2016,12,14,43,4.21,0,26.25,9.22,20.46,"4.24","2.58","-1.44","119.17","0",6.94142857142857,13.53625,8.81833333333333,5.25142857142857,2.75,6.25466666666667
"686",695,2016,13,14,44,0.23,0,26.15,10.18,37.4,"3.5","-1.6","1.28","-51.34","1",6.19857142857143,17.3375,9.07,5.18714285714286,2.625,6.00066666666667
"687",696,2016,14,14,45,0.89,0,26.57,10.28,33.56,"4.6100000000000003","0.35","-0.26","126.61","1",5.23714285714286,20.39125,9.41666666666667,5.02714285714286,2.25,5.95266666666667
"688",697,2016,15,14,46,1.21,0,26.75,10.35,29.4,"6.12","3.75","-3.26","131","1",5.2,22.9325,9.655,5.49,1.875,5.76666666666667
"689",698,2016,16,14,47,1.16,0,25.26,12.38,33.07,"3.36","-0.26","-0.05","-100.89","1",3.34,25.075,10.1983333333333,4.84,1.625,5.80933333333333
"690",699,2016,17,14,48,0.29,0,25.91,12.09,45.93,"5.07","-2.56","1.22","-64.52","2",1.54714285714286,29.32125,10.75,4.48142857142857,1.25,5.228
"691",700,2016,18,14,49,0.64,0,25.85,13.75,48.99,"5.03","-3.44","2.2200000000000002","-57.16","3",1.23285714285714,33.87375,11.505,4.56142857142857,1.375,4.70666666666667
"692",701,2016,19,14,50,0.02,0,26.81,13.76,53.36,"3.95","-2.4900000000000002","1.62","-56.95","4",0.634285714285714,37.77125,12.1016666666667,4.52,1.625,3.968
"693",702,2016,20,14,51,0.78,0,25.87,14.49,44.83,"4.25","-0.37","-7.0000000000000007E-2","-100.71","1",0.712857142857143,40.8175,12.8033333333333,4.62714285714286,1.75,3.58733333333333
"694",703,2016,21,14,52,2.61,0,25.46,14.66,43.4,"4.46","0.63","-0.09","98.13","1",0.958571428571429,41.5675,13.5216666666667,4.60571428571429,1.75,3.39933333333333
"695",704,2016,22,14,53,0.72,0,23.88,15.64,48.21,"4.08","-0.02","-0.27","-175.76","2",0.888571428571429,43.39875,14.065,4.31428571428571,1.875,2.93933333333333
"696",705,2016,23,15,1,0.96,0,24.11,16.71,50.14,"4.46","-0.95","0.84","-48.52","0",0.86,45.99125,14.835,4.47142857142857,1.75,2.90533333333333
"697",706,2016,24,15,2,3.85,0,25.31,15.86,44.9,"3.81","0.1","-0.05","116.57","2",1.36857142857143,47.47,15.1866666666667,4.29142857142857,1.875,2.21666666666667
"698",707,2016,25,15,3,2.96,0,25.6,15.42,43.48,"3.96","1.1000000000000001","-0.86","128.02000000000001","0",1.7,47.16375,15.4633333333333,4.13857142857143,1.625,1.558
"699",708,2016,26,15,4,0.3,0,24.52,16.97,56.61,"4.3899999999999997","-0.02","-0.28000000000000003","-175.91","0",1.74,48.11625,15.8766666666667,4.20142857142857,1.25,1.38866666666667
"700",709,2016,27,15,5,2.78,0,25.34,16.6,44.95,"5.71","1.03","-0.9","131.15","3",2.02571428571429,47.065,16.2,4.41,1.125,1.29333333333333
"701",710,2016,28,15,6,0.95,0,24.8,16.67,48.81,"4.2","-0.8","0.53","-56.48","1",1.78857142857143,47.5625,16.3716666666667,4.37285714285714,1.125,1.34133333333333
"702",711,2016,29,15,7,0.45,0,24.45,17.98,52.24,"3.39","0.55000000000000004","-0.11","101.31","1",1.75,48.6675,16.5833333333333,4.27428571428571,1.125,1.312
"703",712,2016,30,15,8,0,0,24.1,19.68,56.51,"5.7","-3.03","2.89","-46.35","0",1.61285714285714,49.705,17.22,4.45142857142857,0.875,1.23133333333333
"704",713,2016,31,15,9,1.29,0,25.73,18.09,43.4,"3.39","-1.26","0.78","-58.24","0",1.24714285714286,48.8625,17.665,4.39142857142857,0.875,1.24
"705",714,2016,32,15,10,0.62,0,26.42,18.03,41.12,"3.88","-2.21","1.34","-58.77","0",0.912857142857143,48.39,17.8416666666667,4.38,0.625,1.262
"706",715,2016,33,15,11,0,0,26.51,19.19,50.1,"5.57","-3.97","2.81","-54.71","0",0.87,49.2175,18.2733333333333,4.54857142857143,0.625,1.21933333333333
"707",716,2016,34,15,12,0.09,0,27.22,17.77,45.69,"4.74","-3.11","2.31","-53.4","0",0.485714285714286,47.8525,18.4566666666667,4.41,0.625,1.224
"708",717,2016,35,15,13,3.6,0,27.66,14.78,27.86,"4.67","3.04","-2.08","124.38","1",0.864285714285714,45.71625,17.9233333333333,4.47714285714286,0.375,1.412
"709",718,2016,36,15,14,1.11,0,27.17,14.44,29.91,"3.86","0.56000000000000005","-0.6","136.97","0",0.958571428571429,43.35375,17.05,4.54428571428571,0.25,1.312
"710",719,2016,37,15,15,2,0,26.97,15.79,32.01,"4.4400000000000004","-1.4","0.94","-56.12","0",1.24428571428571,40.825,16.6666666666667,4.36428571428571,0.125,1.39733333333333
"711",720,2016,38,15,16,3.2,0,28.03,13.86,25.72,"4.78","0.37","0.11","73.44","1",1.51714285714286,36.97625,15.9716666666667,4.56285714285714,0.25,1.54666666666667
"712",721,2016,39,15,17,1.78,0,27.81,14,22.66,"4.6900000000000004","-1.31","1.3","-45.22","0",1.68285714285714,34.38375,15.1066666666667,4.67857142857143,0.25,1.40866666666667
"713",722,2016,40,15,18,14.46,0,28.05,12.35,16.64,"5.57","2.41","-1.06","113.74","2",3.74857142857143,31.32375,14.2033333333333,4.67857142857143,0.5,2.17533333333333
"714",723,2016,41,15,19,17.42,0,27.33,11.7,16.02,"5.68","1.72","-0.41","103.41","0",6.22428571428571,27.06375,13.69,4.81285714285714,0.5,3.31666666666667
"715",724,2016,42,15,20,6.81,0,27.23,11.19,8.13,"6.79","5.45","-2.99","118.75","1",6.68285714285714,22.36875,13.1483333333333,5.11571428571429,0.625,3.58533333333333
"716",725,2016,43,15,21,6.56,0,26.68,11.24,5.62,"5.86","4.07","-1.87","114.68","0",7.46142857142857,19.58875,12.39,5.40142857142857,0.5,3.95933333333333
"717",726,2016,44,15,22,13.08,0,25.56,10.91,5.34,"7.65","5.3","-3.28","121.75","1",9.04428571428572,16.5175,11.8983333333333,5.86,0.625,4.80133333333333
"718",727,2016,45,15,23,6.77,0,24.66,11.16,6.25,"6.43","4.71","-3.05","122.93","0",9.55428571428572,13.2975,11.425,6.09571428571429,0.625,5.25266666666667
"719",728,2016,46,15,24,6.68,0.14,25.42,10.39,4.87,"5.25","3.73","-1.34","109.76","5",10.2542857142857,10.69125,11.0983333333333,6.17571428571429,1.125,5.612
"720",729,2016,47,15,25,14.58,1,25.35,10.13,4.2,"7.44","4.5599999999999996","-3.2","125.06","1",10.2714285714286,8.38375,10.8366666666667,6.44285714285714,1.25,6.54266666666667
"721",730,2016,48,15,26,4.72,0.57,24.95,9.24,4.11,"6.54","2.5099999999999998","0.09","87.95","1",8.45714285714286,6.8175,10.5116666666667,6.56571428571429,1.125,6.85733333333333
"722",731,2016,49,15,27,2.46,0.71,25.09,8.15,5.35,"5.58","1.49","0.94","57.75","2",7.83571428571429,5.48375,9.99666666666667,6.39285714285714,1.375,7.01533333333333
"723",732,2016,50,15,28,1.04,1,25.48,7.55,6.31,"4.33","-0.34","1.3","-14.66","2",7.04714285714286,5.25625,9.43666666666667,6.17428571428571,1.5,6.84466666666667
"724",733,2016,51,15,29,5.5,1,25.38,8.2,5.01,"7.28","3.38","-1.42","112.79","5",5.96428571428571,5.18,8.94333333333333,6.12142857142857,2.125,7.13733333333333
"725",734,2016,52,15,30,2.96,0.78,26.55,7.44,4.66,"5.32","2.2200000000000002","-0.38","99.71","6",5.42,5.095,8.45166666666667,5.96285714285714,2.75,7.20133333333333
"726",735,2017,1,15,31,0.11,0.88,26.83,7.04,7.25,"5.26","1.1399999999999999","0.78","55.62","7",4.48142857142857,5.22,7.93666666666667,5.96428571428571,3.625,6.99533333333333
"727",736,2017,2,15,32,1.27,1,27.17,7.24,6.96,"3.51","-0.34","0.4","-40.36","1",2.58,5.48125,7.60333333333333,5.40285714285714,3.125,6.96133333333333
"728",737,2017,3,15,33,9.14,1,26.45,7.84,5.66,"6.92","5.19","-2.74","117.83","12",3.21142857142857,5.66375,7.55166666666667,5.45714285714286,4.5,6.60666666666667
"729",738,2017,4,15,34,0.61,1,26.53,7.81,7.63,"4.4400000000000004","2.5299999999999998","-1.25","116.29","5",2.94714285714286,6.10375,7.595,5.29428571428571,5,5.486
"730",739,2017,5,15,35,1.23,1,27.48,7.42,9.69,"5.2","-0.53","1.29","-22.34","5",2.97428571428571,6.64625,7.465,5.41857142857143,5.375,5.114
"731",740,2017,6,15,36,3.57,1,26.88,6.85,6.18,"5.14","1.08","-0.17","98.95","6",2.69857142857143,6.63,7.36666666666667,5.11285714285714,5.875,4.91466666666667
"732",741,2017,7,15,37,7.65,1,26.05,7.53,11,"5.47","2.41","-1.65","124.4","4",3.36857142857143,7.37875,7.44833333333333,5.13428571428571,5.75,4.55266666666667
"733",742,2017,8,15,38,2.43,1,26.39,7.62,17.66,"4.41","-0.87","1.3","-33.79","4",3.7,9.00375,7.51166666666667,5.01285714285714,5.5,4.26333333333333
"734",743,2017,9,15,39,1.63,1,27.3,7.55,15.54,"5.82","1.66","-0.85","117.11","0",3.75142857142857,10.04,7.46333333333333,5.34285714285714,4.625,3.92666666666667
"735",744,2017,10,15,40,3.52,1,27.46,7.84,14.79,"4.67","1.5","-0.52","109.12","2",2.94857142857143,11.01875,7.46833333333333,5.02142857142857,4.75,3.18933333333333
"736",745,2017,11,15,41,6.48,1,27.02,8.13,17.51,"6.53","4","-2.46","121.59","2",3.78714285714286,12.5,7.58666666666667,5.32,3.5,3.30666666666667
"737",746,2017,12,15,42,3.97,1,26.51,7.9,21.09,"5.81","2.5299999999999998","-2.4500000000000002","134.08000000000001","2",4.17857142857143,14.1825,7.76166666666667,5.40714285714286,3.125,3.40733333333333
"738",747,2017,13,15,43,6.5,0.14,27.31,8.48,21.73,"7.1","4.5","-2.08","114.81","0",4.59714285714286,15.6875,7.92,5.68714285714286,2.5,3.77133333333333
"739",748,2017,14,15,44,7.01,0,26.41,8.53,23.08,"6.66","2.71","-1.72","122.4","0",4.50571428571429,17.8,8.07166666666667,5.85714285714286,1.75,3.872
"740",749,2017,15,15,45,4.6,0,25.8,8.83,30.94,"5.8","3.44","-2.12","121.64","0",4.81571428571429,20.2925,8.285,6.05571428571429,1.25,3.98133333333333
"741",750,2017,16,15,46,3.9,0,26.06,9.78,29.06,"4.41","2.16","-0.95","113.74","1",5.14,21.7175,8.60833333333333,5.85428571428571,0.875,4.234
"742",751,2017,17,15,47,2.13,0,25.13,10.65,36.08,"5.63","1.65","-1.22","126.48","3",4.94142857142857,24.285,9.02833333333333,5.99142857142857,1.25,4.29133333333333
"743",752,2017,18,15,48,2.06,0,25.15,10.92,39.53,"4.37","1.06","-1.06","135","0",4.31,27.3775,9.53166666666667,5.68285714285714,1,3.81933333333333
"744",753,2017,19,15,49,2.9,0,24.14,12.26,36.93,"4.12","0.68","-0.5","126.33","1",4.15714285714286,29.805,10.1616666666667,5.44142857142857,0.875,3.972
"745",754,2017,20,15,50,2.44,0,25.57,11.43,44.23,"3.94","0.79","-1.42","150.91","2",3.57714285714286,32.6975,10.645,4.99,0.875,4.05266666666667
"746",755,2017,21,15,51,0,0,21.59,14.71,55.85,"4.22","-2.85","1.97","-55.35","3",2.57571428571429,36.9625,11.625,4.64142857142857,1.25,3.81466666666667
"747",756,2017,22,15,52,0.89,0,24.75,13.79,42.23,"4.79","2.54","-2.4700000000000002","134.19999999999999","1",2.04571428571429,39.35625,12.2933333333333,4.49714285714286,1.375,3.364
"748",757,2017,23,16,1,1.95,0,20.54,14.94,51.68,"3.36","0.79","-1.0900000000000001","144.07","1",1.76714285714286,41.94875,13.0083333333333,4.34714285714286,1.5,3.332
"749",758,2017,24,16,2,2.92,0,17.45,15.26,42.9,"5.56","1.21","-0.98","129","2",1.88,43.67875,13.7316666666667,4.33714285714286,1.625,3.418
"750",759,2017,25,16,3,0.42,0,20.49,14.97,51.26,"4.8499999999999996","-2.13","1.29","-58.8","1",1.64571428571429,45.57625,14.1833333333333,4.40571428571428,1.375,3.21133333333333
"751",760,2017,26,16,4,0,0,21.85,16.9,61.36,"4.37","-2.13","1.79","-49.96","1",1.23142857142857,48.305,15.095,4.44142857142857,1.5,2.77933333333333
"752",761,2017,27,16,5,0.01,0,22.57,17.9,60.74,"3.74","-0.64","0.22","-71.03","0",0.884285714285714,51.28125,15.6266666666667,4.41285714285714,1.375,2.51533333333333
"753",762,2017,28,16,6,0,0,22.57,18.02,50.02,"4.21","-0.67","0.9","-36.67","2",0.884285714285714,52.005,16.3316666666667,4.41142857142857,1.375,2.082
"754",763,2017,29,16,7,0.54,0,22.16,17.69,44.9,"4.16","-0.5","0.42","-49.97","1",0.834285714285714,50.63625,16.79,4.32142857142857,1.125,1.65066666666667
"755",764,2017,30,16,8,0.09,0,23.75,17.45,55.92,"4.34","-1.82","2.66","-34.380000000000003","4",0.568571428571429,52.3475,17.155,4.46142857142857,1.5,1.35
"756",765,2017,31,16,9,0,0,24.41,18.73,52.04,"4.68","-2.5499999999999998","3.57","-35.54","0",0.151428571428571,52.3925,17.7816666666667,4.33571428571429,1.375,1.09
"757",766,2017,32,16,10,0.37,0,24.52,19.3,48.16,"3.22","-1.75","1.28","-53.82","2",0.144285714285714,53.05,18.1816666666667,4.10285714285714,1.375,0.972666666666667
"758",767,2017,33,16,11,0.09,0,25.92,16.53,46.51,"4.22","-0.79","1.36","-30.15","2",0.157142857142857,52.45625,17.9533333333333,4.08142857142857,1.5,0.841333333333333
"759",768,2017,34,16,12,0.04,0,25.22,17.8,43.96,"2.92","-1.76","1.39","-51.7","1",0.161428571428571,50.28125,17.9166666666667,3.96428571428571,1.5,0.650666666666666
"760",769,2017,35,16,13,0.04,0,26.53,18.08,41.33,"3.44","-0.57999999999999996","0.78","-36.630000000000003","0",0.167142857142857,47.855,17.9816666666667,3.85428571428571,1.5,0.490666666666667
"761",770,2017,36,16,14,1.12,0,27.11,18.66,29.38,"3.47","-0.69","0.72","-43.78","0",0.25,45.275,18.1833333333333,3.75571428571429,1.25,0.565333333333333
"762",771,2017,37,16,15,0.04,0,27.46,15.24,34.1,"4.51","-1.55","1.34","-49.16","0",0.242857142857143,43.925,17.6016666666667,3.78,1.125,0.508666666666667
"763",772,2017,38,16,16,3.31,0,27.82,13.91,26.9,"3.37","-0.38","0.09","-76.680000000000007","1",0.715714285714286,40.2975,16.7033333333333,3.59285714285714,0.75,0.599333333333333
"764",773,2017,39,16,17,2.02,0,27.94,13.82,24.39,"2.21","0.16","-0.42","159.15","0",0.951428571428571,36.84125,16.2516666666667,3.44857142857143,0.75,0.539333333333333
"765",774,2017,40,16,18,0.91,0,27.72,13.63,25.31,"3.93","-2.13","1.52","-54.49","3",1.06857142857143,33.985,15.5566666666667,3.40714285714286,0.875,0.572
"766",775,2017,41,16,19,2.44,0,28.09,12.37,19.73,"4.28","-1.08","1.18","-42.47","0",1.41142857142857,30.6375,14.605,3.60142857142857,0.625,0.734666666666667
"767",776,2017,42,16,20,14.14,0,28.41,10.99,9.28,"7.31","4.55","-3.32","126.12","1",3.42571428571429,26.3025,13.3266666666667,4.15428571428571,0.625,1.67666666666667
"768",777,2017,43,16,21,0.3,0,28.08,10.63,16.31,"3.48","-0.01","-0.08","-172.87","1",3.30857142857143,23.175,12.5583333333333,4.15571428571429,0.75,1.69666666666667
"769",778,2017,44,16,22,2.63,0,27.72,10.52,12.97,"3.64","-1.2","0.99","-50.48","0",3.67857142857143,21.12375,11.9933333333333,4.03142857142857,0.75,1.836
"770",779,2017,45,16,23,2.11,0,28.22,9.71,9.08,"4.29","1.27","-0.88","124.72","1",3.50714285714286,17.99625,11.3083333333333,4.16285714285714,0.875,1.97066666666667
"771",780,2017,46,16,24,17.29,0,27.63,9.65,3.8,"7.96","5.49","-4.1500000000000004","127.09","1",5.68857142857143,15.10875,10.645,4.98428571428571,0.875,3.12333333333333
"772",781,2017,47,16,25,14.53,0,26.58,9.42,3.92,"7.28","5.33","-2.95","118.96","2",7.63428571428571,12.55,10.1533333333333,5.46285714285714,1.125,4.06733333333333
"773",782,2017,48,16,26,6.41,0,26.64,8.94,3.68,"7.24","5.17","-3.06","120.62","4",8.20142857142857,9.84625,9.81166666666667,5.88571428571429,1.25,4.48866666666667
"774",783,2017,49,16,27,0.05,0,25.14,7.87,5.94,"2.78","-1.53","1.45","-46.54","3",6.18857142857143,8.1225,9.35166666666667,5.23857142857143,1.625,4.48933333333333
"775",784,2017,50,16,28,1.23,0,26.88,8.05,6.63,"2.86","-0.94","0.55000000000000004","-59.67","1",6.32142857142857,7.79125,8.94,5.15,1.625,4.56866666666667
"776",785,2017,51,16,29,5.51,0,26.98,7.9,4.98,"4.8","-0.46","1.1299999999999999","-22.15","1",6.73285714285714,6.375,8.63833333333333,5.31571428571429,1.625,4.86133333333333
"777",786,2017,52,16,30,4.13,0,27.04,7.33,3.1,"4.18","0.64","0.43","56.1","1",7.02142857142857,5.14125,8.25166666666667,5.3,1.75,5.134
"778",787,2018,1,16,31,2.13,0,27.83,7.24,5.16,"3.59","-1.58","1.56","-45.36","8",4.85571428571428,4.65125,7.88833333333333,4.67571428571429,2.625,5.05533333333333
"779",788,2018,2,16,32,8.26,0,27.2,8.04,3.2,"4.9400000000000004","2.5099999999999998","-0.5","101.27","5",3.96,4.57625,7.73833333333333,4.34142857142857,3.125,5.47133333333333
"780",789,2018,3,16,33,13.97,0,26.25,8.44,4.63,"7.24","5.0999999999999996","-3.35","123.3","5",5.04,4.665,7.83333333333333,4.34142857142857,3.5,6.342
"781",790,2018,4,16,34,11.22,0,26.63,8.41,7.38,"7.93","5.0599999999999996","-3.68","126.03","1",6.63571428571429,5.1275,7.89333333333333,5.07714285714286,3.125,6.92733333333333
"782",791,2018,5,16,35,13.73,0,26.24,8.03,4.57,"5.56","3.98","-1.43","109.76","3",8.42142857142857,4.95625,7.915,5.46285714285714,3.125,6.9
"783",792,2018,6,16,36,1.16,0,27.15,8.1,11.32,"4.41","-0.01","0.61","-0.94","1",7.8,5.5425,8.04333333333333,5.40714285714286,3.125,6.95733333333333
"784",793,2018,7,16,37,3.28,0,27.32,7.57,16.07,"4.57","1.04","0.52","63.43","1",7.67857142857143,6.92875,8.09833333333333,5.46285714285714,3.125,7.00066666666667
"785",794,2018,8,16,38,0.46,0,27.56,6.76,16.22,"5.38","0.44","0.89","26.31","1",7.44,8.56875,7.885,5.71857142857143,3.125,6.89066666666667
"786",795,2018,9,16,39,3.11,0,27.63,7.37,18.95,"5.25","1.84","-0.3","99.26","3",6.70428571428571,10.2925,7.70666666666667,5.76285714285714,2.5,5.94533333333333
"787",796,2018,10,16,40,2.55,0,27.6,7.33,20.95,"2.7","-0.2","0.48","-22.62","4",5.07285714285714,12.51125,7.52666666666667,5.11428571428571,2.375,5.14666666666667
"788",797,2018,11,16,41,1,0.14,27.74,8.06,26.68,"3.42","-0.11","0.28000000000000003","-21.45","4",3.61285714285714,15.2675,7.53166666666667,4.47,2.25,4.786
"789",798,2018,12,16,42,2.2,1,28.26,8.38,25.32,"4.33","2.0499999999999998","-1.52","126.56","7",1.96571428571429,17.51,7.57833333333333,4.29428571428571,3,4.92933333333333
"790",799,2018,13,16,43,1.77,1,28.24,8.75,25.93,"5.24","1.83","-0.5","105.28","5",2.05285714285714,20.18,7.775,4.41285714285714,3.25,4.96533333333333
"791",800,2018,14,16,44,8.03,1,28.31,8.64,24.01,"5.78","2.21","-0.68","107.1","6",2.73142857142857,21.76625,8.08833333333333,4.58571428571429,3.875,5.13333333333333
"792",801,2018,15,16,45,5.02,1,27.88,8.88,27.9,"6.53","4.82","-3.07","122.49","2",3.38285714285714,23.245,8.34,4.75,4,5.19266666666667
"793",802,2018,16,16,46,2.74,0.43,26.9,9.21,33,"4.12","0.41","-0.22","118.22","3",3.33,25.3425,8.65333333333333,4.58857142857143,4.25,5.23333333333333
"794",803,2018,17,16,47,1.39,0,28.06,10.91,43.81,"4.01","-1.65","0.67","-67.900000000000006","0",3.16428571428571,28.45,9.12833333333334,4.77571428571429,3.875,4.77533333333333
"795",804,2018,18,16,48,0.25,0,28.29,11.54,42.8,"3.53","-0.28999999999999998","-0.04","-97.85","0",3.05714285714286,31.18125,9.655,4.79142857142857,3.375,3.86066666666667
"796",805,2018,19,16,49,0.92,0,27.27,13.47,51.51,"4.32","-1.26","0.37","-73.64","1",2.87428571428571,34.285,10.4416666666667,4.79,3,3.174
"797",806,2018,20,16,50,0.09,0,27.25,14.43,55.76,"3.45","0.12","-0.42","164.05","2",2.63428571428571,38.09,11.4066666666667,4.53428571428571,2.375,2.26466666666667
"798",807,2018,21,16,51,0,0,24.76,15.7,50.86,"3.31","-0.09","-0.02","-102.53","1",1.48714285714286,41.20625,12.5433333333333,4.18142857142857,1.875,2.18733333333333
"799",808,2018,22,16,52,0.7,0,22.78,15.99,51.76,"5.35","-0.15","0.04","-75.069999999999993","2",0.87,44.675,13.6733333333333,4.01285714285714,1.375,2.01533333333333
"800",809,2018,23,17,1,2.17,0,26.4,13.96,36.17,"5.03","2.71","-2.06","127.24","3",0.788571428571428,45.70875,14.1816666666667,4.14285714285714,1.5,2.12933333333333
"801",810,2018,24,17,2,2.13,0,23.31,14.54,48.19,"4.3499999999999996","-1.23","0.92","-53.2","2",0.894285714285714,47.6075,14.6816666666667,4.19142857142857,1.375,2.064
"802",811,2018,25,17,3,0.02,0,25.22,15.69,57.63,"4.1399999999999997","-0.34","-0.3","-131.41999999999999","0",0.861428571428571,49.335,15.0516666666667,4.27857142857143,1.375,1.89533333333333
"803",812,2018,26,17,4,3.7,0,23.94,16.13,38.62,"4.17","-0.77","0.18","-76.84","2",1.25857142857143,48.8125,15.335,4.25714285714286,1.625,2.07533333333333
"804",813,2018,27,17,5,0.22,0,25.25,16.04,52.9,"4.92","-1.19","0.78","-56.76","0",1.27714285714286,48.98625,15.3916666666667,4.46714285714286,1.5,1.94333333333333
"805",814,2018,28,17,6,1.13,0,25.07,17.34,55.79,"5","-3.08","2.0099999999999998","-56.87","0",1.43857142857143,48.99,15.6166666666667,4.70857142857143,1.25,1.90066666666667
"806",815,2018,29,17,7,0.01,0,26.81,17.43,59.6,"4.9400000000000004","-2.75","1.8","-56.79","0",1.34,50.0825,16.195,4.65,1.125,1.366
"807",816,2018,30,17,8,0,0,26.84,19.44,58.8,"3.71","-2.38","1.1299999999999999","-64.599999999999994","0",1.03,50.9625,17.0116666666667,4.46142857142857,0.875,1.03133333333333
